% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.464986802e+002 +1.464986802e+002 +1.295586802e+002 +1.295586802e+002 -3.8089e+000 -6.6371e-001 -2.9342e+000 +9.5137e-001 +2.7540e+000 -3.6987e+000 -1.0273e-001 +3.6704e+000 +3.9277e+000 +2.5392e+000
6 +7.963657896e+001 +7.963657896e+001 +6.269657896e+001 +6.269657896e+001 -3.9109e-001 +1.6808e-001 +3.8796e+000 +5.3216e-001 +3.7490e+000 +1.3308e+000 -3.8834e+000 +3.6181e+000 -4.7352e+000 -3.3154e+000
8 +4.936654915e+001 +4.936654915e+001 +3.242654915e+001 +3.242654915e+001 +6.7532e-001 -9.5891e-001 +1.8469e+000 -4.5349e+000 -5.7651e-001 -1.3893e-001 +1.0989e+000 +7.3885e-001 +1.5255e+000 -3.9243e+000
22 +1.504436679e+001 +1.504436679e+001 -1.895633211e+000 -1.895633211e+000 +1.9621e+000 +4.7690e+000 -2.4161e+000 -2.6967e+000 +2.6510e+000 -2.8617e+000 -9.2733e-002 -9.7252e-001 +2.2578e+000 -1.3223e-001
104 +8.312873104e+000 +8.312873104e+000 -8.627126896e+000 -8.627126896e+000 +4.2935e+000 +2.2931e+000 -1.4521e+000 -1.6845e+000 +5.0187e-001 -2.3521e+000 +4.9828e+000 -1.5145e+000 -2.3435e+000 -1.6133e+000
129 +5.975809630e+000 +5.975809630e+000 -1.096419037e+001 -1.096419037e+001 +2.3968e+000 +3.3513e+000 -1.0012e+000 -2.4946e-001 +1.1120e+000 -3.1497e+000 +1.7764e+000 -3.2049e+000 -1.8419e+000 -2.1924e+000
285 +3.573502815e+000 +3.573502815e+000 -1.336649719e+001 -1.336649719e+001 +3.2731e+000 +2.3826e+000 -1.4756e+000 -5.4737e-001 +1.4778e+000 -2.5507e+000 +3.2355e+000 -2.0296e+000 -1.4287e+000 -2.4446e+000
340 +2.451828518e+000 +2.451828518e+000 -1.448817148e+001 -1.448817148e+001 +2.8331e+000 +1.6917e+000 -4.5440e-002 +4.5170e-001 +1.2461e+000 -1.6662e+000 +3.3934e+000 -1.6462e+000 -4.5056e-001 -1.6623e+000
593 +1.416150496e+000 +1.416150496e+000 -1.552384950e+001 -1.552384950e+001 +3.0307e+000 +2.3111e+000 +1.1720e-001 +1.3137e+000 +6.2560e-001 -1.4066e+000 +2.8893e+000 -1.2344e+000 -3.8357e-001 -2.6361e+000
1511 +9.511846955e-001 +9.511846955e-001 -1.598881530e+001 -1.598881530e+001 +3.1244e+000 +2.3117e+000 -9.9659e-001 +1.4137e+000 +1.4105e+000 -2.3481e+000 +2.9229e+000 -2.0574e+000 -1.2080e-001 -2.5186e+000
2160 +5.842879069e-001 +5.842879069e-001 -1.635571209e+001 -1.635571209e+001 +3.1657e+000 +2.4854e+000 -9.2833e-001 +1.7779e+000 +1.2953e+000 -1.9185e+000 +2.9278e+000 -2.0268e+000 -3.4687e-002 -2.4351e+000
5471 +3.951782758e-001 +3.951782758e-001 -1.654482172e+001 -1.654482172e+001 +3.3561e+000 +2.4532e+000 -1.1097e+000 +1.6427e+000 +1.2548e+000 -1.8600e+000 +3.2118e+000 -2.0990e+000 -1.1957e-001 -2.2829e+000
8208 +2.440667119e-001 +2.440667119e-001 -1.669593329e+001 -1.669593329e+001 +3.4717e+000 +2.5409e+000 -9.0230e-001 +1.6807e+000 +1.2076e+000 -1.9594e+000 +3.4866e+000 -2.0967e+000 -1.3444e-001 -2.2081e+000
16581 +1.575640310e-001 +1.575640310e-001 -1.678243597e+001 -1.678243597e+001 +3.4877e+000 +2.5441e+000 -9.2826e-001 +1.7179e+000 +1.2102e+000 -1.9626e+000 +3.5117e+000 -2.1131e+000 -1.5235e-001 -2.2292e+000
99018 +9.687346490e-002 +9.687346490e-002 -1.684312654e+001 -1.684312654e+001 +3.5502e+000 +2.5688e+000 -9.1255e-001 +1.7151e+000 +1.2134e+000 -1.8436e+000 +3.6511e+000 -2.1227e+000 -2.4853e-001 -2.1978e+000
